Date,Hour,PJM_Load
07/02/00,1600,35031
07/02/00,1700,35478
07/02/00,1800,35894
07/02/00,1900,35434
07/02/00,2000,34248
07/02/00,2100,33476
07/02/00,2200,33835
07/02/00,2300,32047
07/02/00,2400,29651
07/01/00,100,25546
07/01/00,200,23730
07/01/00,300,22701
07/01/00,400,22086
07/01/00,500,21793
07/01/00,600,21916
07/01/00,700,22043
07/01/00,800,23992
07/01/00,900,26718
07/01/00,1000,29118
07/01/00,1100,31041
07/01/00,1200,32191
07/01/00,1300,32937
07/01/00,1400,33366
07/01/00,1500,33592
07/01/00,1600,34028
07/01/00,1700,34422
07/01/00,1800,34469
07/01/00,1900,34082
07/01/00,2000,33055
07/01/00,2100,32025
07/01/00,2200,32039
07/01/00,2300,30389
07/01/00,2400,27984
06/30/00,100,26569
06/30/00,200,25086
06/30/00,300,23912
06/30/00,400,23272
06/30/00,500,23296
06/30/00,600,24431
06/30/00,700,26527
06/30/00,800,29753
06/30/00,900,32176
06/30/00,1000,33707
06/30/00,1100,34984
06/30/00,1200,35777
06/30/00,1300,36112
06/30/00,1400,36479
06/30/00,1500,36743
06/30/00,1600,36931
06/30/00,1700,36996
06/30/00,1800,36694
06/30/00,1900,35697
06/30/00,2000,34326
06/30/00,2100,33174
06/30/00,2200,33023
06/30/00,2300,30859
06/30/00,2400,27994
06/29/00,100,27493
06/29/00,200,25963
06/29/00,300,25022
06/29/00,400,24489
06/29/00,500,24632
06/29/00,600,26227
06/29/00,700,28675
06/29/00,800,31364
06/29/00,900,32870
06/29/00,1000,34183
06/29/00,1100,35190
06/29/00,1200,35787
06/29/00,1300,36197
06/29/00,1400,36968
06/29/00,1500,37656
06/29/00,1600,38117
06/29/00,1700,38172
06/29/00,1800,38154
06/29/00,1900,37135
06/29/00,2000,35854
06/29/00,2100,35186
06/29/00,2200,35099
06/29/00,2300,32681
06/29/00,2400,29380
06/28/00,100,30514
06/28/00,200,28701
06/28/00,300,27692
06/28/00,400,27030
06/28/00,500,27061
06/28/00,600,28263
06/28/00,700,30634
06/28/00,800,33544
06/28/00,900,35422
06/28/00,1000,36950
06/28/00,1100,38483
06/28/00,1200,39213
06/28/00,1300,39703
06/28/00,1400,40006
06/28/00,1500,40060
06/28/00,1600,39698
06/28/00,1700,39340
06/28/00,1800,38632
06/28/00,1900,37255
06/28/00,2000,36204
06/28/00,2100,35776
06/28/00,2200,35583
06/28/00,2300,33282
06/28/00,2400,29967
06/27/00,100,33961
06/27/00,200,31940
06/27/00,300,30600
06/27/00,400,29880
06/27/00,500,29747
06/27/00,600,30644
06/27/00,700,33054
06/27/00,800,36812
06/27/00,900,39755
06/27/00,1000,41709
06/27/00,1100,43818
06/27/00,1200,45361
06/27/00,1300,45954
06/27/00,1400,46167
06/27/00,1500,46393
06/27/00,1600,45932
06/27/00,1700,45292
06/27/00,1800,44443
06/27/00,1900,42686
06/27/00,2000,41263
06/27/00,2100,40398
06/27/00,2200,39892
06/27/00,2300,36840
06/27/00,2400,33459
06/26/00,100,32166
06/26/00,200,30247
06/26/00,300,28998
06/26/00,400,28419
06/26/00,500,28384
06/26/00,600,29498
06/26/00,700,31805
06/26/00,800,35591
06/26/00,900,38684
06/26/00,1000,41209
06/26/00,1100,43639
06/26/00,1200,45442
06/26/00,1300,46886
06/26/00,1400,47933
06/26/00,1500,48926
06/26/00,1600,49212
06/26/00,1700,49305
06/26/00,1800,48577
06/26/00,1900,47147
06/26/00,2000,45719
06/26/00,2100,44748
06/26/00,2200,44140
06/26/00,2300,41049
06/26/00,2400,37175
06/25/00,100,29451
06/25/00,200,27556
06/25/00,300,26423
06/25/00,400,25528
06/25/00,500,25095
06/25/00,600,24830
06/25/00,700,25065
06/25/00,800,26924
06/25/00,900,30197
06/25/00,1000,33524
06/25/00,1100,36478
06/25/00,1200,38875
06/25/00,1300,40354
06/25/00,1400,41220
06/25/00,1500,41776
06/25/00,1600,42195
06/25/00,1700,42711
06/25/00,1800,42770
06/25/00,1900,42155
06/25/00,2000,40767
06/25/00,2100,40286
06/25/00,2200,40121
06/25/00,2300,37760
06/25/00,2400,34733
06/24/00,100,27995
06/24/00,200,26054
06/24/00,300,24770
06/24/00,400,23874
06/24/00,500,23519
06/24/00,600,23525
06/24/00,700,24140
06/24/00,800,26489
06/24/00,900,29739
06/24/00,1000,32810
06/24/00,1100,35295
06/24/00,1200,37000
06/24/00,1300,37907
06/24/00,1400,38453
06/24/00,1500,38757
06/24/00,1600,38978
06/24/00,1700,39378
06/24/00,1800,39317
06/24/00,1900,38724
06/24/00,2000,37671
06/24/00,2100,36692
06/24/00,2200,36789
06/24/00,2300,34711
06/24/00,2400,31967
06/23/00,100,29903
06/23/00,200,27515
06/23/00,300,26188
06/23/00,400,25375
06/23/00,500,25271
06/23/00,600,26219
06/23/00,700,28569
06/23/00,800,32211
06/23/00,900,35237
06/23/00,1000,37127
06/23/00,1100,38863
06/23/00,1200,39830
06/23/00,1300,40458
06/23/00,1400,40834
06/23/00,1500,41345
06/23/00,1600,41671
06/23/00,1700,41808
06/23/00,1800,41550
06/23/00,1900,40890
06/23/00,2000,38676
06/23/00,2100,37105
06/23/00,2200,36794
06/23/00,2300,34276
06/23/00,2400,31083
06/22/00,100,29201
06/22/00,200,27451
06/22/00,300,26551
06/22/00,400,25902
06/22/00,500,25777
06/22/00,600,27232
06/22/00,700,29663
06/22/00,800,33036
06/22/00,900,35196
06/22/00,1000,36779
06/22/00,1100,37986
06/22/00,1200,39461
06/22/00,1300,40329
06/22/00,1400,41494
06/22/00,1500,42384
06/22/00,1600,43019
06/22/00,1700,43319
06/22/00,1800,42871
06/22/00,1900,41454
06/22/00,2000,39878
06/22/00,2100,38924
06/22/00,2200,38935
06/22/00,2300,36064
06/22/00,2400,32642
06/21/00,100,27308
06/21/00,200,25542
06/21/00,300,24527
06/21/00,400,23866
06/21/00,500,24025
06/21/00,600,25169
06/21/00,700,27709
06/21/00,800,31181
06/21/00,900,33635
06/21/00,1000,35385
06/21/00,1100,36826
06/21/00,1200,37767
06/21/00,1300,38684
06/21/00,1400,39387
06/21/00,1500,39968
06/21/00,1600,40304
06/21/00,1700,40510
06/21/00,1800,40193
06/21/00,1900,39481
06/21/00,2000,38690
06/21/00,2100,38386
06/21/00,2200,38112
06/21/00,2300,35435
06/21/00,2400,31881
06/20/00,100,24502
06/20/00,200,23056
06/20/00,300,22179
06/20/00,400,21739
06/20/00,500,21998
06/20/00,600,23025
06/20/00,700,25451
06/20/00,800,28846
06/20/00,900,31191
06/20/00,1000,33025
06/20/00,1100,34564
06/20/00,1200,35948
06/20/00,1300,36620
06/20/00,1400,37564
06/20/00,1500,38323
06/20/00,1600,38857
06/20/00,1700,39638
06/20/00,1800,39739
06/20/00,1900,38850
06/20/00,2000,37314
06/20/00,2100,36402
06/20/00,2200,36382
06/20/00,2300,33634
06/20/00,2400,30109
06/19/00,100,26669
06/19/00,200,25208
06/19/00,300,24462
06/19/00,400,23983
06/19/00,500,24129
06/19/00,600,25432
06/19/00,700,27881
06/19/00,800,30979
06/19/00,900,32752
06/19/00,1000,33829
06/19/00,1100,34694
06/19/00,1200,35149
06/19/00,1300,35278
06/19/00,1400,35506
06/19/00,1500,35347
06/19/00,1600,35081
06/19/00,1700,34696
06/19/00,1800,34304
06/19/00,1900,33287
06/19/00,2000,32313
06/19/00,2100,32001
06/19/00,2200,32512
06/19/00,2300,30117
06/19/00,2400,26990
06/18/00,100,29255
06/18/00,200,27230
06/18/00,300,25857
06/18/00,400,25030
06/18/00,500,24529
06/18/00,600,24343
06/18/00,700,24360
06/18/00,800,25598
06/18/00,900,27572
06/18/00,1000,29571
06/18/00,1100,31075
06/18/00,1200,31969
06/18/00,1300,32598
06/18/00,1400,33268
06/18/00,1500,33671
06/18/00,1600,34256
06/18/00,1700,34645
06/18/00,1800,34485
06/18/00,1900,33443
06/18/00,2000,32730
06/18/00,2100,32912
06/18/00,2200,33091
06/18/00,2300,31376
06/18/00,2400,29006
06/17/00,100,31945
06/17/00,200,29836
06/17/00,300,28476
06/17/00,400,27534
06/17/00,500,27156
06/17/00,600,27142
06/17/00,700,27877
06/17/00,800,30260
06/17/00,900,33666
06/17/00,1000,36263
06/17/00,1100,39722
06/17/00,1200,41296
06/17/00,1300,42041
06/17/00,1400,42170
06/17/00,1500,42239
06/17/00,1600,42160
06/17/00,1700,41981
06/17/00,1800,41238
06/17/00,1900,39408
06/17/00,2000,37804
06/17/00,2100,37073
06/17/00,2200,37184
06/17/00,2300,34809
06/17/00,2400,32011
06/16/00,100,27414
06/16/00,200,25471
06/16/00,300,24621
06/16/00,400,24207
06/16/00,500,24343
06/16/00,600,25683
06/16/00,700,28618
06/16/00,800,32324
06/16/00,900,34972
06/16/00,1000,36880
06/16/00,1100,38060
06/16/00,1200,39037
06/16/00,1300,39806
06/16/00,1400,40977
06/16/00,1500,41871
06/16/00,1600,43070
06/16/00,1700,43700
06/16/00,1800,43761
06/16/00,1900,42899
06/16/00,2000,41189
06/16/00,2100,40367
06/16/00,2200,40138
06/16/00,2300,38063
06/16/00,2400,34762
06/15/00,100,23960
06/15/00,200,22688
06/15/00,300,22029
06/15/00,400,21804
06/15/00,500,22088
06/15/00,600,23606
06/15/00,700,26401
06/15/00,800,29635
06/15/00,900,31206
06/15/00,1000,32261
06/15/00,1100,33309
06/15/00,1200,33841
06/15/00,1300,34200
06/15/00,1400,35038
06/15/00,1500,35725
06/15/00,1600,36078
06/15/00,1700,36590
06/15/00,1800,36761
06/15/00,1900,36190
06/15/00,2000,35749
06/15/00,2100,35746
06/15/00,2200,35618
06/15/00,2300,33322
06/15/00,2400,30214
06/14/00,100,23860
06/14/00,200,22651
06/14/00,300,22001
06/14/00,400,21797
06/14/00,500,22098
06/14/00,600,23532
06/14/00,700,26445
06/14/00,800,29310
06/14/00,900,30672
06/14/00,1000,31620
06/14/00,1100,32094
06/14/00,1200,32441
06/14/00,1300,32433
06/14/00,1400,32630
06/14/00,1500,32510
06/14/00,1600,32264
06/14/00,1700,32061
06/14/00,1800,31900
06/14/00,1900,31404
06/14/00,2000,31123
06/14/00,2100,31386
06/14/00,2200,31017
06/14/00,2300,28706
06/14/00,2400,25913
06/13/00,100,26937
06/13/00,200,25398
06/13/00,300,24543
06/13/00,400,23951
06/13/00,500,24048
06/13/00,600,25392
06/13/00,700,27760
06/13/00,800,30298
06/13/00,900,31928
06/13/00,1000,32402
06/13/00,1100,32900
06/13/00,1200,32931
06/13/00,1300,32843
06/13/00,1400,32861
06/13/00,1500,32739
06/13/00,1600,32509
06/13/00,1700,32451
06/13/00,1800,32275
06/13/00,1900,31669
06/13/00,2000,31295
06/13/00,2100,31437
06/13/00,2200,31341
06/13/00,2300,30367
06/13/00,2400,27754
06/12/00,100,32513
06/12/00,200,30522
06/12/00,300,29271
06/12/00,400,28601
06/12/00,500,28574
06/12/00,600,29728
06/12/00,700,32478
06/12/00,800,36080
06/12/00,900,38429
06/12/00,1000,40130
06/12/00,1100,41650
06/12/00,1200,42858
06/12/00,1300,43296
06/12/00,1400,43623
06/12/00,1500,43676
06/12/00,1600,43312
06/12/00,1700,42748
06/12/00,1800,41576
06/12/00,1900,39930
06/12/00,2000,38465
06/12/00,2100,37516
06/12/00,2200,36224
06/12/00,2300,33067
06/12/00,2400,29666
06/11/00,100,31564
06/11/00,200,29536
06/11/00,300,27897
06/11/00,400,26836
06/11/00,500,26130
06/11/00,600,25626
06/11/00,700,25843
06/11/00,800,28207
06/11/00,900,31540
06/11/00,1000,34913
06/11/00,1100,37868
06/11/00,1200,39965
06/11/00,1300,41575
06/11/00,1400,42675
06/11/00,1500,43393
06/11/00,1600,43825
06/11/00,1700,44223
06/11/00,1800,44393
06/11/00,1900,43837
06/11/00,2000,42899
06/11/00,2100,42480
06/11/00,2200,41803
06/11/00,2300,38670
06/11/00,2400,35221
06/10/00,100,29510
06/10/00,200,27301
06/10/00,300,26047
06/10/00,400,25014
06/10/00,500,24529
06/10/00,600,24347
06/10/00,700,25042
06/10/00,800,27632
06/10/00,900,31276
06/10/00,1000,34731
06/10/00,1100,37483
06/10/00,1200,39139
06/10/00,1300,40370
06/10/00,1400,41120
06/10/00,1500,41565
06/10/00,1600,42118
06/10/00,1700,42751
06/10/00,1800,42728
06/10/00,1900,42173
06/10/00,2000,40781
06/10/00,2100,39949
06/10/00,2200,39911
06/10/00,2300,37455
06/10/00,2400,34462
06/09/00,100,25117
06/09/00,200,23616
06/09/00,300,22625
06/09/00,400,22195
06/09/00,500,22358
06/09/00,600,23721
06/09/00,700,26648
06/09/00,800,30232
06/09/00,900,32597
06/09/00,1000,34490
06/09/00,1100,36070
06/09/00,1200,37562
06/09/00,1300,38597
06/09/00,1400,40163
06/09/00,1500,41142
06/09/00,1600,41641
06/09/00,1700,42241
06/09/00,1800,42015
06/09/00,1900,41305
06/09/00,2000,39473
06/09/00,2100,38682
06/09/00,2200,38437
06/09/00,2300,35823
06/09/00,2400,32583
06/08/00,100,22986
06/08/00,200,21925
06/08/00,300,21247
06/08/00,400,20821
06/08/00,500,21241
06/08/00,600,22529
06/08/00,700,25259
06/08/00,800,28638
06/08/00,900,30152
06/08/00,1000,31419
06/08/00,1100,32779
06/08/00,1200,33506
06/08/00,1300,33771
06/08/00,1400,34333
06/08/00,1500,34658
06/08/00,1600,34648
06/08/00,1700,34747
06/08/00,1800,34629
06/08/00,1900,33495
06/08/00,2000,32510
06/08/00,2100,32769
06/08/00,2200,33125
06/08/00,2300,30697
06/08/00,2400,27733
06/07/00,100,22956
06/07/00,200,21466
06/07/00,300,20709
06/07/00,400,20583
06/07/00,500,21084
06/07/00,600,22499
06/07/00,700,25298
06/07/00,800,28107
06/07/00,900,29397
06/07/00,1000,30236
06/07/00,1100,30884
06/07/00,1200,31242
06/07/00,1300,31391
06/07/00,1400,31846
06/07/00,1500,31884
06/07/00,1600,31870
06/07/00,1700,31906
06/07/00,1800,31815
06/07/00,1900,31061
06/07/00,2000,30260
06/07/00,2100,30476
06/07/00,2200,31042
06/07/00,2300,28651
06/07/00,2400,25250
06/06/00,100,22980
06/06/00,200,21540
06/06/00,300,20998
06/06/00,400,20993
06/06/00,500,21141
06/06/00,600,22716
06/06/00,700,25799
06/06/00,800,28600
06/06/00,900,29994
06/06/00,1000,30739
06/06/00,1100,31240
06/06/00,1200,31333
06/06/00,1300,31196
06/06/00,1400,31027
06/06/00,1500,30853
06/06/00,1600,30703
06/06/00,1700,30597
06/06/00,1800,30698
06/06/00,1900,30100
06/06/00,2000,29760
06/06/00,2100,30067
06/06/00,2200,29645
06/06/00,2300,27113
06/06/00,2400,24611
06/05/00,100,22009
06/05/00,200,20930
06/05/00,300,20567
06/05/00,400,20246
06/05/00,500,20788
06/05/00,600,22313
06/05/00,700,25272
06/05/00,800,28399
06/05/00,900,29949
06/05/00,1000,30854
06/05/00,1100,31599
06/05/00,1200,31730
06/05/00,1300,31725
06/05/00,1400,31706
06/05/00,1500,31673
06/05/00,1600,31332
06/05/00,1700,31230
06/05/00,1800,31014
06/05/00,1900,30168
06/05/00,2000,30014
06/05/00,2100,30370
06/05/00,2200,30083
06/05/00,2300,27501
06/05/00,2400,24647
06/04/00,100,22244
06/04/00,200,20868
06/04/00,300,20153
06/04/00,400,19658
06/04/00,500,19525
06/04/00,600,19532
06/04/00,700,19822
06/04/00,800,20833
06/04/00,900,22910
06/04/00,1000,24712
06/04/00,1100,25895
06/04/00,1200,26610
06/04/00,1300,27011
06/04/00,1400,27048
06/04/00,1500,26956
06/04/00,1600,26877
06/04/00,1700,26947
06/04/00,1800,27075
06/04/00,1900,26840
06/04/00,2000,26692
06/04/00,2100,27364
06/04/00,2200,27812
06/04/00,2300,26206
06/04/00,2400,23963
06/03/00,100,29054
06/03/00,200,26888
06/03/00,300,25830
06/03/00,400,24798
06/03/00,500,24104
06/03/00,600,23836
06/03/00,700,24040
06/03/00,800,25497
06/03/00,900,27521
06/03/00,1000,28846
06/03/00,1100,29533
06/03/00,1200,29654
06/03/00,1300,29371
06/03/00,1400,29091
06/03/00,1500,28946
06/03/00,1600,28998
06/03/00,1700,29196
06/03/00,1800,29153
06/03/00,1900,28851
06/03/00,2000,28104
06/03/00,2100,27789
06/03/00,2200,28280
06/03/00,2300,26589
06/03/00,2400,24359
06/02/00,100,28817
06/02/00,200,26905
06/02/00,300,25724
06/02/00,400,24963
06/02/00,500,24978
06/02/00,600,26174
06/02/00,700,29227
06/02/00,800,33130
06/02/00,900,35959
06/02/00,1000,38139
06/02/00,1100,40047
06/02/00,1200,41716
06/02/00,1300,42782
06/02/00,1400,44114
06/02/00,1500,44802
06/02/00,1600,45568
06/02/00,1700,45814
06/02/00,1800,45286
06/02/00,1900,43704
06/02/00,2000,41301
06/02/00,2100,39658
06/02/00,2200,38125
06/02/00,2300,35440
06/02/00,2400,32048
06/01/00,100,22739
06/01/00,200,21658
06/01/00,300,21041
06/01/00,400,20845
06/01/00,500,21149
06/01/00,600,22852
06/01/00,700,25809
06/01/00,800,29097
06/01/00,900,30372
06/01/00,1000,31734
06/01/00,1100,32449
06/01/00,1200,33875
06/01/00,1300,34941
06/01/00,1400,36343
06/01/00,1500,37105
06/01/00,1600,37829
06/01/00,1700,38737
06/01/00,1800,39217
06/01/00,1900,38640
06/01/00,2000,38093
06/01/00,2100,38121
06/01/00,2200,38332
06/01/00,2300,35360
06/01/00,2400,31861
05/31/00,100,21982
05/31/00,200,20929
05/31/00,300,20472
05/31/00,400,20309
05/31/00,500,20605
05/31/00,600,22131
05/31/00,700,25312
05/31/00,800,28231
05/31/00,900,29447
05/31/00,1000,29862
05/31/00,1100,30348
05/31/00,1200,30534
05/31/00,1300,30519
05/31/00,1400,30980
05/31/00,1500,30920
05/31/00,1600,31171
05/31/00,1700,31574
05/31/00,1800,31278
05/31/00,1900,30466
05/31/00,2000,29763
05/31/00,2100,30348
05/31/00,2200,30891
05/31/00,2300,28231
05/31/00,2400,25203
05/30/00,100,20647
05/30/00,200,19795
05/30/00,300,19137
05/30/00,400,19139
05/30/00,500,19698
05/30/00,600,21491
05/30/00,700,24892
05/30/00,800,27939
05/30/00,900,29253
05/30/00,1000,29821
05/30/00,1100,30004
05/30/00,1200,30243
05/30/00,1300,30441
05/30/00,1400,30132
05/30/00,1500,29961
05/30/00,1600,29765
05/30/00,1700,29918
05/30/00,1800,29682
05/30/00,1900,29070
05/30/00,2000,28509
05/30/00,2100,29238
05/30/00,2200,29740
05/30/00,2300,27079
05/30/00,2400,24284
05/29/00,100,20077
05/29/00,200,18988
05/29/00,300,18486
05/29/00,400,18251
05/29/00,500,18208
05/29/00,600,18537
05/29/00,700,18697
05/29/00,800,19834
05/29/00,900,21815
05/29/00,1000,23660
05/29/00,1100,24732
05/29/00,1200,25203
05/29/00,1300,25100
05/29/00,1400,24660
05/29/00,1500,24241
05/29/00,1600,23979
05/29/00,1700,24122
05/29/00,1800,24325
05/29/00,1900,24390
05/29/00,2000,24480
05/29/00,2100,25727
05/29/00,2200,26340
05/29/00,2300,24353
05/29/00,2400,22206
05/28/00,100,20550
05/28/00,200,19393
05/28/00,300,18725
05/28/00,400,18510
05/28/00,500,18603
05/28/00,600,18886
05/28/00,700,18808
05/28/00,800,19700
05/28/00,900,21449
05/28/00,1000,22943
05/28/00,1100,23925
05/28/00,1200,24369
05/28/00,1300,24498
05/28/00,1400,24263
05/28/00,1500,23838
05/28/00,1600,23611
05/28/00,1700,23681
05/28/00,1800,23836
05/28/00,1900,23838
05/28/00,2000,23942
05/28/00,2100,24658
05/28/00,2200,24680
05/28/00,2300,23508
05/28/00,2400,21935
05/27/00,100,22463
05/27/00,200,20927
05/27/00,300,20092
05/27/00,400,19730
05/27/00,500,19476
05/27/00,600,19746
05/27/00,700,20265
05/27/00,800,21717
05/27/00,900,23814
05/27/00,1000,25181
05/27/00,1100,26130
05/27/00,1200,26158
05/27/00,1300,26118
05/27/00,1400,25786
05/27/00,1500,25183
05/27/00,1600,24850
05/27/00,1700,24700
05/27/00,1800,24726
05/27/00,1900,24702
05/27/00,2000,24539
05/27/00,2100,25181
05/27/00,2200,25751
05/27/00,2300,24303
05/27/00,2400,22366
05/26/00,100,23205
05/26/00,200,21700
05/26/00,300,21001
05/26/00,400,20687
05/26/00,500,20940
05/26/00,600,22266
05/26/00,700,25296
05/26/00,800,28265
05/26/00,900,29812
05/26/00,1000,30690
05/26/00,1100,31481
05/26/00,1200,31840
05/26/00,1300,31878
05/26/00,1400,32210
05/26/00,1500,32154
05/26/00,1600,32042
05/26/00,1700,31929
05/26/00,1800,31645
05/26/00,1900,30550
05/26/00,2000,29588
05/26/00,2100,29511
05/26/00,2200,29572
05/26/00,2300,27439
05/26/00,2400,24585
05/25/00,100,24044
05/25/00,200,22703
05/25/00,300,21894
05/25/00,400,21562
05/25/00,500,21795
05/25/00,600,23315
05/25/00,700,26384
05/25/00,800,29359
05/25/00,900,30833
05/25/00,1000,31679
05/25/00,1100,32416
05/25/00,1200,32422
05/25/00,1300,32187
05/25/00,1400,32155
05/25/00,1500,32109
05/25/00,1600,31989
05/25/00,1700,32173
05/25/00,1800,31968
05/25/00,1900,31229
05/25/00,2000,30523
05/25/00,2100,30935
05/25/00,2200,31149
05/25/00,2300,28596
05/25/00,2400,25667
05/24/00,100,22891
05/24/00,200,21652
05/24/00,300,21198
05/24/00,400,20886
05/24/00,500,21398
05/24/00,600,22911
05/24/00,700,25890
05/24/00,800,28930
05/24/00,900,30302
05/24/00,1000,31268
05/24/00,1100,32167
05/24/00,1200,32937
05/24/00,1300,33232
05/24/00,1400,33964
05/24/00,1500,34148
05/24/00,1600,34359
05/24/00,1700,34577
05/24/00,1800,34482
05/24/00,1900,33437
05/24/00,2000,32597
05/24/00,2100,32651
05/24/00,2200,32136
05/24/00,2300,29309
05/24/00,2400,26260
05/23/00,100,22491
05/23/00,200,21398
05/23/00,300,20940
05/23/00,400,20797
05/23/00,500,20987
05/23/00,600,22614
05/23/00,700,25642
05/23/00,800,28599
05/23/00,900,29659
05/23/00,1000,30015
05/23/00,1100,30729
05/23/00,1200,30893
05/23/00,1300,30953
05/23/00,1400,30980
05/23/00,1500,30866
05/23/00,1600,30424
05/23/00,1700,30608
05/23/00,1800,30796
05/23/00,1900,30407
05/23/00,2000,30036
05/23/00,2100,30729
05/23/00,2200,30091
05/23/00,2300,27471
05/23/00,2400,25017
05/22/00,100,21316
05/22/00,200,20189
05/22/00,300,19955
05/22/00,400,19907
05/22/00,500,20389
05/22/00,600,21995
05/22/00,700,25363
05/22/00,800,28360
05/22/00,900,29678
05/22/00,1000,30343
05/22/00,1100,31047
05/22/00,1200,31173
05/22/00,1300,30912
05/22/00,1400,30838
05/22/00,1500,30510
05/22/00,1600,30342
05/22/00,1700,30491
05/22/00,1800,30535
05/22/00,1900,30273
05/22/00,2000,29862
05/22/00,2100,30284
05/22/00,2200,29611
05/22/00,2300,26987
05/22/00,2400,24423
05/21/00,100,21378
05/21/00,200,20230
05/21/00,300,19554
05/21/00,400,19192
05/21/00,500,19115
05/21/00,600,19429
05/21/00,700,19591
05/21/00,800,20627
05/21/00,900,22429
05/21/00,1000,24056
05/21/00,1100,25087
05/21/00,1200,25484
05/21/00,1300,25611
05/21/00,1400,25459
05/21/00,1500,24978
05/21/00,1600,24771
05/21/00,1700,24969
05/21/00,1800,25305
05/21/00,1900,25435
05/21/00,2000,25866
05/21/00,2100,26873
05/21/00,2200,26814
05/21/00,2300,25142
05/21/00,2400,23086
05/20/00,100,22474
05/20/00,200,21220
05/20/00,300,20562
05/20/00,400,20181
05/20/00,500,20187
05/20/00,600,20714
05/20/00,700,21535
05/20/00,800,23012
05/20/00,900,25108
05/20/00,1000,26822
05/20/00,1100,27729
05/20/00,1200,28048
05/20/00,1300,27473
05/20/00,1400,26899
05/20/00,1500,26366
05/20/00,1600,25987
05/20/00,1700,25892
05/20/00,1800,25869
05/20/00,1900,25892
05/20/00,2000,26053
05/20/00,2100,26751
05/20/00,2200,26382
05/20/00,2300,25040
05/20/00,2400,23090
05/19/00,100,25617
05/19/00,200,24257
05/19/00,300,23464
05/19/00,400,22989
05/19/00,500,23165
05/19/00,600,24556
05/19/00,700,27641
05/19/00,800,30406
05/19/00,900,31933
05/19/00,1000,32647
05/19/00,1100,33269
05/19/00,1200,33282
05/19/00,1300,32792
05/19/00,1400,32479
05/19/00,1500,32066
05/19/00,1600,31564
05/19/00,1700,31216
05/19/00,1800,30678
05/19/00,1900,30127
05/19/00,2000,29539
05/19/00,2100,29867
05/19/00,2200,29044
05/19/00,2300,26901
05/19/00,2400,24628
05/18/00,100,23060
05/18/00,200,22010
05/18/00,300,21407
05/18/00,400,21139
05/18/00,500,21462
05/18/00,600,23197
05/18/00,700,26369
05/18/00,800,29508
05/18/00,900,30891
05/18/00,1000,31798
05/18/00,1100,32679
05/18/00,1200,33409
05/18/00,1300,33899
05/18/00,1400,34524
05/18/00,1500,35445
05/18/00,1600,35828
05/18/00,1700,35932
05/18/00,1800,35368
05/18/00,1900,34729
05/18/00,2000,34034
05/18/00,2100,34381
05/18/00,2200,34006
05/18/00,2300,31463
05/18/00,2400,28368
05/17/00,100,22179
05/17/00,200,21132
05/17/00,300,20655
05/17/00,400,20426
05/17/00,500,20867
05/17/00,600,22586
05/17/00,700,25641
05/17/00,800,28446
05/17/00,900,29503
05/17/00,1000,30286
05/17/00,1100,31047
05/17/00,1200,31417
05/17/00,1300,31680
05/17/00,1400,32106
05/17/00,1500,32072
05/17/00,1600,31959
05/17/00,1700,32011
05/17/00,1800,31764
05/17/00,1900,30731
05/17/00,2000,30173
05/17/00,2100,30979
05/17/00,2200,30642
05/17/00,2300,28139
05/17/00,2400,25369
05/16/00,100,21804
05/16/00,200,20986
05/16/00,300,20525
05/16/00,400,20212
05/16/00,500,20712
05/16/00,600,22299
05/16/00,700,25248
05/16/00,800,28256
05/16/00,900,28881
05/16/00,1000,29489
05/16/00,1100,30091
05/16/00,1200,30375
05/16/00,1300,30505
05/16/00,1400,30843
05/16/00,1500,30688
05/16/00,1600,30636
05/16/00,1700,30555
05/16/00,1800,30235
05/16/00,1900,29438
05/16/00,2000,29125
05/16/00,2100,30117
05/16/00,2200,29848
05/16/00,2300,26876
05/16/00,2400,24145
05/15/00,100,21549
05/15/00,200,20385
05/15/00,300,20035
05/15/00,400,19757
05/15/00,500,20089
05/15/00,600,21637
05/15/00,700,24645
05/15/00,800,27766
05/15/00,900,29167
05/15/00,1000,29899
05/15/00,1100,30540
05/15/00,1200,30750
05/15/00,1300,30661
05/15/00,1400,30829
05/15/00,1500,30622
05/15/00,1600,30485
05/15/00,1700,30324
05/15/00,1800,30019
05/15/00,1900,29336
05/15/00,2000,28836
05/15/00,2100,29882
05/15/00,2200,29536
05/15/00,2300,26725
05/15/00,2400,23845
05/14/00,100,23189
05/14/00,200,21636
05/14/00,300,20563
05/14/00,400,19934
05/14/00,500,19651
05/14/00,600,19673
05/14/00,700,19682
05/14/00,800,21182
05/14/00,900,23156
05/14/00,1000,24634
05/14/00,1100,25499
05/14/00,1200,25923
05/14/00,1300,25970
05/14/00,1400,25847
05/14/00,1500,25754
05/14/00,1600,25842
05/14/00,1700,26168
05/14/00,1800,26212
05/14/00,1900,25866
05/14/00,2000,25916
05/14/00,2100,27166
05/14/00,2200,27701
05/14/00,2300,25584
05/14/00,2400,23295
05/13/00,100,25451
05/13/00,200,23797
05/13/00,300,22696
05/13/00,400,22134
05/13/00,500,21895
05/13/00,600,22148
05/13/00,700,22779
05/13/00,800,24501
05/13/00,900,26942
05/13/00,1000,28932
05/13/00,1100,30143
05/13/00,1200,30918
05/13/00,1300,31563
05/13/00,1400,32190
05/13/00,1500,32484
05/13/00,1600,33053
05/13/00,1700,33373
05/13/00,1800,33370
